日付,プレーヤー,分類,タイトル,出典,要約,本文,リンク
2026-07-02,2026-06-30 23:00,Anthropic,リリース,Anthropic、「Claude Sonnet 5」を発表——無料・Proプランの標準モデルに,TechCrunch,AnthropicがClaude Sonnet 5を発表、Free・Proプランの標準モデルとして即日提供,Anthropicは6月30日、中位モデルの最新版「Claude Sonnet 5」を発表し、Free・Proプランの標準モデルとして即日提供を開始した。ブラウザやターミナルなどのツールを自律的に使いこなし計画を立てて実行するエージェント性能が特徴で、エージェント型コーディングのベンチマークではOpus 4.8の69.2%に迫る63.2%を記録し、前モデルSonnet 4.6の58.1%を上回った。知識労働タスクの一部ベンチマークではOpus 4.8をわずかに上回る結果も出ている。価格は入力100万トークンあたり2ドル、出力同10ドルの導入価格を8月31日まで適用し、その後は3ドル・15ドルの通常価格に移行する。Max・Team・Enterpriseプランでも利用可能で、VentureBeatはIPOを控えるAnthropicが上位モデルとの価格差を武器にエージェント導入コストを引き下げる戦略だと分析している。上位モデルに迫る性能を持つSonnet 5が低価格で標準搭載されることで、日本企業がClaudeを使った業務エージェント導入時のコスト試算を下方修正できる可能性がある。,https://techcrunch.com/2026/06/30/anthropic-launches-claude-sonnet-5-as-a-cheaper-way-to-run-agents/
2026-07-02,2026-07-01 15:00,その他(米議会),規制,米議会、超党派「CREATE AI Act」が前進——国立AI研究リソースを恒久化へ,Fortune,米議会で国立AI研究リソースを恒久設置する超党派法案CREATE AI Actの審議が進行,米議会で、研究者・教育者・学生にAI向けデータや計算資源、教育ツールを提供する「国立AI研究リソース（NAIRR）」を国立科学財団（NSF）の下に恒久設置する超党派法案「CREATE AI Act」の審議が進んでいる。上院ではTodd Young氏（共和）とMartin Heinrich氏（民主）、Mike Rounds氏（共和）、Cory Booker氏（民主）が主導し、下院でもJay Obernolte氏（共和）とDon Beyer氏（民主）が同内容の法案を提出している。NAIRRは2024年初頭からの試験運用で全米50州にまたがる600件超のAI研究プロジェクトを支援してきた実績があり、バイデン政権下で始動しトランプ政権のAI行動計画でも支持されている。生成AI規制を巡り対立しがちな米議会で超党派の合意が形成されている点は異例で、可決されれば大学・大手研究機関に偏ってきた高性能計算資源へのアクセスが広く開放される見通しだ。米国の公的AI研究基盤が拡充されれば、日本の大学・研究機関が国際共同研究で米国の計算資源にアクセスする際の連携機会が広がる可能性がある。,https://fortune.com/2026/07/01/create-ai-act-bipartisan-deserves-to-pass-cognizant/
2026-07-02,2026-07-01 10:00,OpenAI,資金調達,ソフトバンクG、OpenAIへ1兆6273億円の追加出資を実行——累計10兆円規模に,日本経済新聞,ソフトバンクGがOpenAIへの追加出資第2弾100億ドルを実行、累計出資比率13%へ,ソフトバンクグループは7月1日、傘下のソフトバンク・ビジョン・ファンド2を通じて、OpenAIへの追加出資契約に基づく第2弾の払い込み100億ドル（約1兆6273億円）を実行した。この出資は2026年2月27日に両社が締結した総額300億ドルの追加出資契約の一部で、第1弾の100億ドルは4月1日に実行済み、残る第3弾の100億ドルは10月1日に予定されている。資金は同社が3月27日に日米金融機関と締結した最大400億ドルのつなぎ融資枠から調達しており、全弾の払い込み完了後はソフトバンクグループの累計出資額が646億ドル（10兆円超）に達し、OpenAIに対する出資比率は約13%となる見込みだ。今回の増資を含めるとOpenAIの企業価値は8520億ドルと算定され、孫正義会長兼社長はOpenAI・Anthropic・Googleの3社が拮抗して競い合う状況だとの見方を6月の株主総会で示している。日本企業最大級のOpenAIへの資本コミットメントが着実に実行されていることは、日本国内でのOpenAI関連サービス・データセンター投資の拡大機運を後押しする材料となる。,https://www.nikkei.com/article/DGXZQOUC017JJ0R00C26A7000000/
2026-07-03,OpenAI,規制,OpenAI、米政府への5%出資案を協議——「アラスカ永久基金」型スキームでAnthropic・Google・Metaも対象に,CNBC,OpenAIがサム・アルトマンCEO主導で米政府に自社株式5%を保有させる案をトランプ政権と協議していることがFinancial Timesの報道で7月2日に判明した。,3月に確定した8520億ドルの企業価値評価に基づけば5%相当は約426億ドルに上る。構想はアラスカ州の石油収入基金「アラスカ永久基金」をモデルにした官民ファンドを通じ、OpenAIに加えAnthropic、Google、Metaなど主要AI企業にも同様の株式拠出を求める枠組みで、トランプ大統領も6月に米政府のAI大手への出資参加を「素晴らしいことだ」と歓迎していた。実現には議会承認が必要とみられ、アルトマン氏は2025年初頭から政権側に個別に構想を働きかけてきたとされる。,https://www.cnbc.com/2026/07/02/openai-proposes-us-government-own-5percent-stake-to-address-political-blowback.html
2026-07-03,Anthropic,提携,Anthropic、サムスン電子とカスタムAIチップ開発を協議——OpenAI「Jalapeño」に対抗,TechCrunch,Anthropicがカスタム設計のAI半導体製造について韓国サムスン電子と協議を進めていると7月2日に報じられた。,計画はごく初期段階で、チップの用途や性能、サーバーへの組み込み方法など詳細はまだ固まっていないとされ、2ナノメートル世代のプロセス技術活用が取り沙汰されている。Anthropicはテスラおよびオープン創業期のカスタムチップチームに在籍したClive Chan氏ら半導体エンジニアを採用しており、ライバルOpenAIがBroadcomと共同開発した推論チップ「Jalapeño」への対抗との見方もある。AnthropicはTechCrunchに対し、Google・Amazon・Nvidia製チップを組み合わせた多様なハードウェア戦略を今後も継続すると説明している。,https://techcrunch.com/2026/07/02/anthropic-is-discussing-a-new-custom-chip-with-samsung/
2026-07-03,Microsoft,リリース,Microsoft、「Frontier Company」始動——25億ドル投じ6000人を顧客企業に常駐,CNBC,Microsoftが7月2日、企業のAI導入を支援する新部門「Microsoft Frontier Company」を発表し、25億ドルを投じて6000人を顧客企業に常駐させる体制を構築すると明らかにした。,商用部門を率いるジャドソン・アルソフ氏は、顧客企業ごとにAI導入の進捗が大きくばらついている現状への対応が狙いだと説明し、アジア事業を率いてきたロドリゴ・ケデ・リマ氏が新部門のプレジデントに就任する。同部門はMicrosoft独自モデルに加え他社製AIモデルも組み合わせた技術選定・システム統合サービスを提供する計画で、Palantir、Salesforce、OpenAIが先行する「顧客常駐型」AI導入支援モデルに追随する形となる。,https://www.cnbc.com/2026/07/02/microsoft-commits-2point5-billion-6000-employees-ai-implementation-unit.html
2026-07-03,Anthropic,リリース,Anthropic、研究者・製薬業界向け新製品「Claude Science」を発表——ノバルティスCEOも登壇,The Star,Anthropicは6月30日、サンフランシスコで開催したイベントで研究者・製薬業界向けの新製品「Claude Science」を発表した。,60以上の科学データベースと連携し、タンパク質構造予測などの生物学・化学タスクを自律的にこなせるのが特徴で、Claude Codeと同様に簡潔な高レベル指示だけで研究作業を進められる。イベントには製薬大手ノバルティスのCEOでAnthropic取締役でもあるヴァス・ナラシンハン氏も登壇し、Dario Amodei CEOは「見過ごされてきた疾患」の治療法開発を目指す社内創薬プログラムの始動も明らかにした。IPOを控えるAnthropicにとって、製薬業界向け収益源の多様化を狙う動きとみられる。,https://www.thestar.com.my/tech/tech-news/2026/07/01/anthropic-releases-claude-science-for-automating-research
2026-07-03,xAI・SpaceX,その他,SpaceX、AI搭載スマホ型端末の試作機を投資家に披露と報道——マスク氏は否定,TechCrunch,米ウォール・ストリート・ジャーナルは7月1日、SpaceXがiPhoneより薄い独自OS搭載のAI端末プロトタイプを投資家に披露していたと報じた。,同端末はxAIのAI技術を統合する設計とされ、SpaceXの直近IPOを前に投資家向け説明の一環として示されたという。イーロン・マスク氏はこの報道を受けX（旧Twitter）で「全くのでたらめだ」と直ちに否定したが、SpaceXは1月にxAIを1兆2500億ドル規模の統合評価で買収しており、両社の技術統合を巡る思惑は根強い。真偽は不明ながら、AIチャットボットとハードウェアを融合させる構想が業界で広がっていることを示す事例といえる。,https://techcrunch.com/2026/07/01/spacex-has-an-ai-device-prototype-and-it-sure-sounds-phone-ish/
2026-07-04,OpenAI,規制,OpenAIアルトマンCEO、「米国主導の国際AIフォーラム」創設を提言,SiliconANGLE,OpenAIのサム・アルトマンCEOは7月1日、FTへの寄稿でAI開発競争を制御する「米国主導の国際AIフォーラム」創設を提案した。,政府代表や独立系技術専門家らが参加し、能力とリスクの分析、安全基準の策定、ルール順守国・企業への技術提供を担う仕組みで、国際原子力機関（IAEA）や航空安全規則、国際金融基準をモデルに挙げている。提案はフランスでのG7首脳会合直後に発表され、中国を含む枠組みを視野に入れているとされる。ブルッキングス研究所のアナリストは、政府とAI開発企業の協調は共通基準の確立に資するとしつつ、実効性ある履行・執行の仕組みが不可欠だと指摘している。,https://siliconangle.com/2026/07/02/sam-altman-calls-us-led-international-forum-set-global-ai-standards/
2026-07-04,Google,規制,EU最高裁、Googleの「Android」独禁法違反に対する41億ユーロの制裁金を確定,CNBC,欧州司法裁判所（ECJ）は7月2日、Googleが「Android」の市場支配的地位を乱用したとして欧州委員会が2018年に科した制裁金を巡る最終上訴を退け、41億ユーロの支払いを確定させた。,欧州委員会は2016年からの調査に基づき、Googleが端末メーカーに対しChromeや検索サービスの事前搭載を義務付ける契約を結んでいたことが競争法違反にあたると認定していた。制裁金は当初43億4000万ユーロだったが2022年に下級審で41億ユーロに減額されており、今回の判断はもはや上訴できない最終決定となった。Google広報は「この判決はAndroidをオープンかつ相互運用可能な状態に保つための当社の多大な投資を正しく評価していない」との声明を出した。,https://www.cnbc.com/2026/07/02/alphabet-google-android-eu-antitrust-fine-4-1-billion-euro-appeal.html
